epic,gaia_source,[C/Fe],e_[C/Fe],f_[C/Fe],[O/Fe],e_[O/Fe],f_[O/Fe],[Mg/Fe],e_[Mg/Fe],f_[Mg/Fe],[Si/Fe],e_[Si/Fe],f_[Si/Fe],[Fe/H],e_[Fe/H],f_[Fe/H],ages,ruwe,[Si/H],[Mg/H],[C/H],[O/H],e_[Si/H],e_[Mg/H],e_[C/H],e_[O/H],[Mg/Si],e_[Mg/Si],[Si/Mg],e_[Si/Mg],[C/O],e_[C/O],[Fe/Si],A(Si),A(Mg),A(C),A(O),si_moles,mg_moles,fe_moles,c_moles,o_moles,[Mg/Si]_abs,[C/O]_abs,u_w_2,halo_flag
206260052,2617685573666033152,-0.1611,0.0212,0,0.2108999999999999,0.0259,0,0.0847,0.0159,0,0.0736999999999999,0.0185,0,-0.5565,0.0095,0,4.7,0.9403793,-0.4828,-0.4718,-0.7176,-0.3456,0.0244454970331465,0.0211303224917837,0.0453277919506222,0.0248772206068469,0.011,0.0744013971023873,-0.011,0.0744013971023873,-0.372,0.1190568946312713,-0.0736999999999999,7.0272,7.0582,7.6724,8.314400000000001,10646331.870513111,11434047.709202258,7825282.050666126,47032709.644077845,206252869.78465772,1.073989412341246,0.2280342072000416,41.87682175141757,0
211334747,600821089548573056,0.0406999999999999,0.0081,0,0.0607,0.0088,0,0.0396999999999999,0.0092,0,0.0287,0.011,0,0.1757,0.0074,0,12.3,1.3437138,0.2044,0.2153999999999999,0.2163999999999999,0.2364,0.0165959484481471,0.0141947865316623,0.0129606692773396,0.0132904078963512,0.0109999999999999,0.0502848668168002,-0.0109999999999999,0.0502848668168002,-0.02,0.0427446807582671,-0.0287,7.7144,7.7454,8.6064,8.8964,51808378.50719923,55641649.98729975,42237674.594980866,404017335.3730011,787771019.5856798,1.073989412341246,0.5128613839913658,18.120996109485812,0
211710722,655849688014851328,0.0096,0.0185,0,0.2613,0.0217,0,0.1061999999999999,0.0143,0,0.0950999999999999,0.0161,0,-0.6117,0.0084,0,4.6,0.96870345,-0.5166000000000001,-0.5055000000000001,-0.6021,-0.3504,0.0204630789985694,0.0182084696966853,0.0274244755518639,0.0190991499883962,0.0110999999999999,0.0630709106552776,-0.0110999999999999,0.0630709106552776,-0.2516999999999999,0.07695180780992,-0.0950999999999999,6.993399999999999,7.0245,7.7879,8.3096,9849178.309808156,10580349.159962304,6891281.648380545,61362069.75096904,203985830.02685603,1.074236736015432,0.300815354394422,53.49527549232736,0
211899509,657472979494144256,-0.0393,0.0302,0,0.0641,0.0361,0,0.0681,0.0261,0,0.057,0.0331,0,-0.1159,0.017,0,9.7,1.0095587,-0.0589,-0.0478,-0.1552,-0.0518,0.0451984619054539,0.0364028543027527,0.0506350019367247,0.0480429628718841,0.0110999999999999,0.1336306753505283,-0.0110999999999999,0.1336306753505283,-0.1034,0.1607202696445873,-0.057,7.451099999999999,7.482200000000001,8.2348,8.6082,28255305.02459554,30352886.644742016,21582413.05368864,171711744.32444528,405695322.03604513,1.0742367360154343,0.4232529560919834,42.03658525617893,0
210500305,42376178864104960,-0.0080999999999999,0.0095,0,0.0442999999999999,0.0117,0,0.0273,0.0096,0,0.0161,0.0116,0,0.1077,0.0071,0,3.3,1.3439829,0.1238,0.135,0.0996,0.152,0.0176200144453844,0.0148178139879369,0.0156650181497306,0.016815121076738,0.0112,0.0530111159908486,-0.0112,0.0530111159908486,-0.0523999999999999,0.0529164459271278,-0.0161,7.6338,7.665,8.489600000000001,8.812,43032839.13057768,46238102.13992603,36116029.57582322,308745047.55874544,648634433.5482374,1.0744841166445556,0.4759923796672518,20.19249613098886,0
210914118,61512452894554112,-0.0659,0.015,0,0.0791999999999999,0.0202,0,0.0973999999999999,0.012,0,0.0861,0.0141,0,-0.2829,0.0074,0,3.3,1.2972932,-0.1967999999999999,-0.1855,-0.3488,-0.2037,0.0182512324524798,0.0156890604834264,0.0262509785222737,0.0253867700375573,0.0112999999999999,0.0554179234922023,-0.0112999999999999,0.0554179234922023,-0.1451,0.0840869891561398,-0.0861,7.3132,7.3445,8.0412,8.4563,20568375.866278883,22105482.56299404,14692645.493623056,109951206.68793496,285956517.89275056,1.0747315542417322,0.3845032367094801,26.446831568261633,0
210746179,50815583442683264,-0.0435,0.0109,0,0.0300999999999999,0.0148,0,0.0454,0.0099,0,0.0341,0.0121,0,0.0491,0.0069,0,4.4,1.1900693,0.0832,0.0945,0.0056,0.0791999999999999,0.0175515604834416,0.0145985677913822,0.0187014897990287,0.0210832196194305,0.0113,0.0525663311493437,-0.0113,0.0525663311493437,-0.0736,0.0648923823140575,-0.0341,7.5932,7.6245,8.3956,8.7392,39192232.24549763,42121128.675406694,31557311.73680025,248656605.13079345,548529513.9412035,1.0747315542417346,0.4533149061464115,79.15241247113065,0
211113976,66290831647095552,0.0668,0.0084,0,0.0504,0.0099,0,0.0480999999999999,0.009,0,0.0367,0.0109,0,0.2032,0.0071,0,3.2,1.2780117,0.2399,0.2512999999999999,0.27,0.2536,0.0161010688090157,0.0136199628866209,0.0125849565294848,0.0145653958199815,0.0113999999999999,0.0485593199226073,-0.0113999999999999,0.0485593199226073,0.0164,0.0443229320728805,-0.0367,7.7499,7.7813,8.66,8.9136,56221185.62213315,60436596.643617935,44998703.387215056,457088189.6148752,819596320.4818472,1.0749790488200814,0.5576991723756757,23.23049934891629,0
246394868,2638911332107548672,-0.0898,0.0111,0,0.0068999999999999,0.0152,0,0.0083999999999999,0.0101,0,-0.0030999999999999,0.0122,0,0.0336,0.0069,0,2.7,1.2200983,0.0305,0.0419999999999999,-0.0562,0.0404999999999999,0.0190224935967331,0.0158705386431665,0.0208662070811396,0.0226594227351237,0.0114999999999999,0.0570432292308813,-0.0114999999999999,0.0570432292308813,-0.0967,0.0709273967702438,0.0030999999999999,7.5405,7.572,8.3338,8.7005,34713627.58876975,37325015.77957206,30450890.66974223,215675095.98981673,501764579.03670865,1.0752266003927269,0.4298332425215653,42.098528477845875,0
247458479,3412210302444678656,-0.1411,0.0233,0,0.1372,0.0259,0,0.0905,0.0188,0,0.0788999999999999,0.0222,0,-0.5671,0.0119,0,2.0,1.2422432,-0.4882000000000001,-0.4766,-0.7082,-0.4299,0.029238361022435,0.0250304626370931,0.0480169579906829,0.0297297370509772,0.0116,0.0886242782309553,-0.0116,0.0886242782309553,-0.2783,0.1300397141292685,-0.0788999999999999,7.0218,7.0534,7.681800000000001,8.2301,10514775.39008182,11308369.745174794,7636599.241361584,48061796.47259551,169863473.25366178,1.0754742089727891,0.2829436814872113,26.407108891357264,0
204977567,4130509291686983680,-0.0618,0.0149,0,0.1094999999999999,0.0192,0,0.0414999999999999,0.0122,0,0.0297999999999999,0.0142,0,-0.3154,0.0076,0,8.6,1.2788006,-0.2856,-0.2739,-0.3772,-0.2059,0.0205822527715551,0.0177104231648955,0.0259225132281955,0.0228288239885435,0.0116999999999999,0.0625222121249776,-0.0116999999999999,0.0625222121249776,-0.1713,0.0795352987610814,-0.0297999999999999,7.2244,7.2561,8.0128,8.4541,16764862.66073898,18034329.4883757,13633268.876863455,102991171.93407,284511614.4233282,1.075721874573398,0.3619928562242391,16.69942513980646,0
206080161,6840888742153852928,0.0064,0.0126,0,0.067,0.0165,0,0.0282999999999999,0.0118,0,0.0166,0.0148,0,0.1079,0.0087,0,10.8,0.9608622,0.1245,0.1362,0.1143,0.1749,0.0223168100296831,0.018168314408145,0.0199130918417637,0.0221789149939555,0.0116999999999999,0.0662619684808478,-0.0116999999999999,0.0662619684808478,-0.0606,0.0686323136930896,-0.0166,7.6345,7.6662,8.5043,8.8349,43102255.80049957,46366039.40805552,36132665.452345185,319374325.2977176,683754188.9337906,1.075721874573398,0.4670893874825581,58.07621544143523,0
247459869,3412218789300184064,-0.0216999999999999,0.0281,0,0.1609,0.0357,0,0.0691,0.0213,0,0.0574,0.0271,0,-0.3339,0.0141,0,10.8,1.0778815,-0.2764999999999999,-0.2648,-0.3555999999999999,-0.173,0.0370448692403228,0.0297612728019241,0.0448887717593828,0.0382519669854597,0.0116999999999999,0.109416549146095,-0.0116999999999999,0.109416549146095,-0.1825999999999999,0.1357981609598743,-0.0574,7.233499999999999,7.2652,8.0344,8.487,17119851.76702857,18416199.035246715,13064716.797220165,108243044.760913,306902198.8391158,1.0757218745734003,0.3526955661130865,57.65192971618556,0
212113212,665837136244183552,-0.0737999999999999,0.0318,0,0.1857999999999999,0.0473,0,0.1012,0.0191,0,0.0892,0.0235,0,-0.509,0.0107,0,2.0,1.2316186,-0.4198,-0.4078,-0.5828,-0.3232,0.0296094213352686,0.0243092232227112,0.0554180760500216,0.0457559449606582,0.012,0.0882120368810406,-0.012,0.0882120368810406,-0.2595999999999999,0.1654783443860195,-0.0892,7.090199999999999,7.1222,7.807200000000001,8.3368,12308354.60994011,13249515.57462097,8729713.683881113,64150493.25106641,217170084.3347993,1.076465213629837,0.2953928642960284,65.06732282797564,0
248863335,3871651574095036416,-0.0595,0.0177,0,0.027,0.0246,0,0.0283,0.0149,0,0.0163,0.0195,0,0.0546,0.0107,0,12.1,1.1744604,0.0709,0.0829,-0.0048999999999999,0.0816,0.0291323982501667,0.0228059664387277,0.0311787011050005,0.035025465385471,0.0119999999999999,0.0851896967664266,-0.0119999999999999,0.0851896967664266,-0.0865,0.1079736786150798,-0.0163,7.5809,7.612900000000001,8.385100000000001,8.7416,38097808.98464188,41010966.087481245,31959501.748147592,242716890.70387027,551569191.2608029,1.076465213629837,0.4400479478359851,45.44344287133183,0
212441200,3609145788599203840,0.094,0.0229,0,0.3794,0.026,0,0.3099,0.0186,0,0.2979,0.0223,0,-0.4823,0.012,0,8.7,1.0769615,-0.1844,-0.1724,-0.3883,-0.1028999999999999,0.0201622872956084,0.0177992254250957,0.0291886700051854,0.0197277991536665,0.012,0.0619275650318433,-0.012,0.0619275650318433,-0.2854,0.0811204524321964,-0.2979,7.3256,7.357600000000001,8.001700000000001,8.5571,21164109.507708635,22782427.662500843,9283249.01120514,100392206.59070288,360661678.88195974,1.0764652136298372,0.2783556237577435,84.29810970597146,0
212500796,3612389141742852608,0.1313999999999999,0.0336,0,0.3677,0.0398,0,0.2891,0.0238,0,0.277,0.0292,0,-0.6142,0.0146,0,11.5,1.0468268,-0.3371999999999999,-0.3250999999999999,-0.4828,-0.2464999999999999,0.0266221928457507,0.0229030304324303,0.0386802647903005,0.0286268860959514,0.0121,0.0808627088439641,-0.0121,0.0808627088439641,-0.2363,0.1108034353613336,-0.277,7.1728,7.2049,7.9072,8.4135,14886753.594923628,16028762.722942978,6851726.2013494875,80760686.13289766,259119442.13546675,1.0767131074439744,0.311673587544528,57.139172202614205,0
210519764,45412308426128384,-0.0433,0.0142,0,0.0384,0.0196,0,0.0506,0.0122,0,0.0385,0.0153,0,0.0089,0.0085,0,7.1,1.0494311,0.0474,0.0595,-0.0344,0.0472999999999999,0.0219161455621607,0.0178226460408135,0.0241775032665083,0.0272438809060105,0.0121,0.0650440205519322,-0.0121,0.0650440205519322,-0.0817,0.083871664731252,-0.0385,7.5574,7.5895,8.3556,8.7073,36091090.12120146,38859749.79543936,28767359.455385424,226777519.15672636,509682825.9054277,1.0767131074439746,0.4449385139745815,77.04458773982765,0
212188785,689555624983507712,0.001,0.0196,0,0.1657,0.0289,0,0.0952,0.014,0,0.083,0.0171,0,-0.2774,0.0085,0,3.1,0.97822094,-0.1943999999999999,-0.1821999999999999,-0.2764,-0.1117,0.0220800876456736,0.0183139584870877,0.029464469743853,0.0297108497500596,0.0121999999999999,0.066053751959445,-0.0121999999999999,0.066053751959445,-0.1646999999999999,0.0963485241385253,-0.083,7.3156,7.3478,8.1136,8.5483,20682355.55931765,22274091.53221676,14879899.56986022,129897262.88978544,353427224.3662733,1.076961058344344,0.3675360977714801,19.651692039109506,0
220477435,2576468417498320896,-0.0343,0.0116,0,0.0428999999999999,0.0144,0,0.0514999999999999,0.0111,0,0.0393,0.0137,0,0.0534,0.0082,0,9.8,1.0753894,0.0927,0.1049,0.0191,0.0963,0.019829761525568,0.0164176613840936,0.0198804769419859,0.0205295105170164,0.0121999999999999,0.0592779971115428,-0.0121999999999999,0.0592779971115428,-0.0771999999999999,0.0658029577826982,-0.0393,7.6027,7.6349,8.4091,8.7563,40058990.43277504,43141972.732687354,31871316.27022801,256507459.87774745,570558263.871128,1.076961058344344,0.4495727713019065,32.49174664434032,0
215070260,4074923786284072448,-0.1033999999999999,0.0121,0,0.0267,0.0162,0,0.0446,0.0107,0,0.0323,0.0129,0,-0.0574,0.0072,0,3.2,0.87347025,-0.0250999999999999,-0.0127999999999999,-0.1608,-0.0306999999999999,0.0187170808384996,0.0156809226224181,0.023290153996371,0.0231273769295965,0.0122999999999999,0.0562236611590706,-0.0122999999999999,0.0562236611590706,-0.1301,0.075576260045946,-0.0323,7.4849,7.5172,8.2292,8.6293,30542177.726121414,32900310.75247056,24694486.510125797,169511825.1531402,425892507.66720766,1.0772090663440916,0.3980155135426724,8.431678361987013,0
234914087,4110950285544273920,0.0641999999999999,0.0117,0,0.0608,0.0143,0,0.0539999999999999,0.012,0,0.0416,0.0154,0,0.2698,0.0098,0,2.9,0.9483989,0.3114,0.3238,0.3339999999999999,0.3306,0.0224410122246239,0.0181595276689568,0.0175508589205489,0.0204381468488778,0.0123999999999999,0.0664712677787221,-0.0123999999999999,0.0664712677787221,0.0033999999999999,0.0620310823747762,-0.0416,7.8214,7.853800000000001,8.724,8.9906,66282670.860827245,71416736.41097358,52456583.31238123,529663443.89165807,978588257.1180136,1.077457131456369,0.5412526055151539,28.711565613877625,0
211349759,598641376464937600,0.2013,0.0548,0,0.7488,0.075,0,0.2333,0.0339,0,0.2208,0.0413,0,-0.6171,0.0166,0,6.7,1.0706775,-0.3963,-0.3838,-0.4157999999999999,0.1317,0.0394944152678342,0.0330518015844158,0.0524313856852038,0.0254527332172045,0.0125,0.1185826946926794,-0.0125,0.1185826946926794,-0.5475,0.1342012458637973,-0.2208,7.1137,7.1462,7.974200000000001,8.7917,12992717.628367504,14002320.04785851,6806126.238014964,94232345.26030694,619013328.0967262,1.0777052536943237,0.152229913288042,108.18763330436616,0
220517407,2576841774711010304,0.1523,0.0137,0,0.2291,0.0171,0,0.2148,0.0119,0,0.2021,0.0139,0,-0.2948,0.0077,0,5.6,1.0474937,-0.0927,-0.08,-0.1425,-0.0657,0.0147595575372607,0.0129960835879224,0.0159065089301864,0.0164680006709252,0.0126999999999999,0.0452821215847828,-0.0126999999999999,0.0452821215847828,-0.0768,0.0527192469253801,-0.2021,7.4173,7.45,8.2475,8.5943,26139663.94904875,28183829.31264455,14295521.400370345,176807221.77343217,392916258.61305654,1.078201669599895,0.4499870338721506,28.625284278064385,0
201254609,3601794277761957376,-0.0345,0.0145,0,0.0635,0.0193,0,0.0828,0.0128,0,0.0701,0.0159,0,-0.0142,0.009,0,5.9,1.2608669,0.0558999999999999,0.0686,-0.0487,0.0493,0.0214945597602288,0.0177172161255497,0.0243713329182006,0.0256848906906812,0.0127,0.0641391203602275,-0.0127,0.0641391203602275,-0.098,0.0815282751440994,-0.0701,7.5659,7.5986,8.3413,8.7093,36804421.85719932,39682589.09509119,27277213.314265095,219432019.4629006,512035414.9383077,1.0782016695998953,0.4285485203974392,16.123278202648493,0
210385049,38641378380908288,-0.0247,0.0148,0,0.0547,0.0194,0,0.0769,0.0121,0,0.0640999999999999,0.0141,0,-0.2991,0.0075,0,3.3,1.2292169,-0.235,-0.2221999999999999,-0.3238,-0.2443999999999999,0.0190860144675653,0.0164348776032794,0.0238133456143725,0.0257906805394527,0.0128,0.057995036175435,-0.0128,0.057995036175435,-0.0794,0.0808281044393997,-0.0640999999999999,7.275,7.3078,8.0662,8.4156,18836490.894897982,20314212.914187364,14154678.189209249,116466225.27193324,260375429.8938733,1.0784499632938338,0.4473011348244488,19.033486280763174,0
205008860,6244169900428989440,0.0191,0.0134,0,0.0663,0.0175,0,0.0587999999999999,0.0124,0,0.0458999999999999,0.0157,0,0.099,0.0092,0,7.5,1.0643612,0.1449,0.1578,0.1181,0.1653,0.0223590483781842,0.0181315709681835,0.0206616067325849,0.0235445320906559,0.0128999999999999,0.0662840987848955,-0.0128999999999999,0.0662840987848955,-0.0471999999999999,0.072128160458479,-0.0458999999999999,7.6549,7.6878,8.5081,8.8253,45175191.26763037,48730402.66252349,35399734.1083435,322181055.5177118,668805752.6849248,1.0786983141660889,0.4817259035591634,23.858201943985637,0
211138305,66379754649844864,-0.0670999999999999,0.0125,0,0.082,0.0153,0,0.0546,0.0113,0,0.0417,0.0133,0,-0.194,0.0076,0,3.7,1.3284314,-0.1523,-0.1394,-0.2611,-0.112,0.0190159192763411,0.016261721156761,0.0223768783591391,0.0197926458008391,0.0128999999999999,0.0576129043054357,-0.0128999999999999,0.0576129043054357,-0.1491,0.0687881067604102,-0.0417,7.3577,7.3906,8.1289,8.548,22787674.114329483,24581025.650893435,18030177.4085957,134555049.39324316,353183169.791957,1.0786983141660889,0.3809780898464187,49.62407883276021,0
201634906,3811567249366480896,-0.0035999999999999,0.0248,0,0.1779,0.0313,0,0.1190999999999999,0.0195,0,0.1062,0.0247,0,-0.2754,0.0131,0,4.5,0.8034165,-0.1691999999999999,-0.1563,-0.2789999999999999,-0.0974999999999999,0.0308263077378969,0.0250784370604112,0.0383814378997399,0.032716320381943,0.0128999999999999,0.0915024618392133,-0.0128999999999999,0.0915024618392133,-0.1815,0.1161263859804017,-0.1062,7.3408,7.3737,8.111,8.5625,21917953.438441288,23642859.42401745,14948582.06563827,129121927.3613536,365174127.2548377,1.078698314166089,0.3535900211003874,23.955730003487684,0
247436679,3412166386401682944,-0.0216,0.0204,0,0.0673,0.0274,0,0.0678,0.0175,0,0.0548,0.0232,0,0.0539,0.013,0,4.6,0.9870159,0.1087,0.1217,0.0323,0.1212,0.0322399186796803,0.0252085613423476,0.0335525573572787,0.0362653150921594,0.0129999999999999,0.0942340909557941,-0.0129999999999999,0.0942340909557941,-0.0889,0.1137613873963686,-0.0548,7.6187,7.6517,8.4223,8.7812,41562340.88298602,44843551.4638966,31908030.60951421,264423469.9211587,604226822.049881,1.0789467222298297,0.4376228599453495,46.54967454236388,0
204121528,6236348524470542336,-0.0581,0.0132,0,0.0808,0.0186,0,0.0721,0.011,0,0.0591,0.0131,0,-0.1208,0.0071,0,2.3,1.1974728,-0.0617,-0.0487,-0.1789,-0.04,0.0179579202328968,0.0152019780764764,0.022898060285253,0.0233825805730311,0.0129999999999999,0.0541762130732404,-0.0129999999999999,0.0541762130732404,-0.1389,0.0753570439254536,-0.0591,7.4483,7.4813,8.2111,8.620000000000001,28073722.323436465,30290050.681662172,21340274.42848977,162592309.52795538,416869383.4703364,1.0789467222298297,0.3900317844750648,13.346160496562298,0
211737665,655932834283782656,-0.0156999999999999,0.0253,0,0.248,0.0362,0,0.0822999999999999,0.0168,0,0.069,0.0205,0,-0.4232,0.0099,0,3.9,0.9267925,-0.3542,-0.3409,-0.4389,-0.1752,0.0271034238583791,0.0223638342201594,0.0391173276041333,0.0311208109761163,0.0132999999999999,0.0809101229496922,-0.0132999999999999,0.0809101229496922,-0.2637,0.1150986306781708,-0.069,7.1558,7.1891,7.9511,8.4848,14315285.04215074,15456102.88489202,10636530.750764376,89351119.86052202,305351459.3940289,1.0796922897016854,0.2926173008566576,44.76584859019206,0
235068965,4110929218682598400,0.0599,0.0086,0,0.0775,0.009,0,0.0307,0.0101,0,0.0171999999999999,0.0123,0,0.3097,0.0089,0,3.9,0.792647,0.3268999999999999,0.3404,0.3696,0.3872,0.0192385143840904,0.0162338602431082,0.0140013478396024,0.0140426843298857,0.0135,0.0579620015256469,-0.0135,0.0579620015256469,-0.0176,0.0456606005531811,-0.0171999999999999,7.8369,7.8704,8.7596,9.0472,68691025.48718841,74199332.77899435,57504257.477063894,574910181.5675046,1114807803.3638425,1.0801896208818909,0.5157034063026467,31.89395240480552,0
211520807,609115835331537664,-0.0341,0.0148,0,0.1654999999999999,0.0162,0,0.1429,0.0133,0,0.1293999999999999,0.015,0,-0.4921,0.0085,0,4.9,1.2665265,-0.3627,-0.3491999999999999,-0.5262,-0.3266,0.0181746108279973,0.0162144018232576,0.0246104438634487,0.0180874387845501,0.0135,0.0560821675857697,-0.0135,0.0560821675857697,-0.1996,0.0703261428959672,-0.1293999999999999,7.1472999999999995,7.1808000000000005,7.8638,8.333400000000001,14037830.687072368,15163519.007872906,9076115.208402092,73080245.900911,215476543.3363468,1.080189620881893,0.3391563869058213,34.983843413781734,0
220733381,2584358993976000000,0.0146,0.0317,0,0.1496,0.0455,0,0.1438999999999999,0.0203,0,0.1303,0.0256,0,-0.4471,0.0121,0,4.7,1.0274539,-0.3167999999999999,-0.3032,-0.4325,-0.2975,0.0299161181143087,0.0242596580822671,0.0458470723843389,0.0480622989971771,0.0135999999999999,0.0886870512708395,-0.0135999999999999,0.0886870512708395,-0.135,0.1529432871747655,-0.1303,7.1932,7.2268,7.9575,8.3625,15602708.686930615,16857765.178289764,10066998.409579655,90677596.45839058,230409297.60558495,1.08043837237123,0.3935500754557772,72.81771831086168,0
210743416,57004562596130176,-0.0388999999999999,0.0192,0,0.0925,0.0273,0,0.0873,0.0147,0,0.0737,0.0184,0,-0.1635,0.0096,0,3.4,1.086058,-0.0898,-0.0762,-0.2024,-0.071,0.0243725762867679,0.0198250691770724,0.0317799836138345,0.0332462246563667,0.0136,0.0723413402385318,-0.0136,0.0723413402385318,-0.1314,0.105900862784888,-0.0737,7.4202,7.4538,8.1876,8.589,26314795.54020199,28431514.862737592,19341938.58619279,154028114.80716133,388150365.9906486,1.080438372371232,0.396825890950911,18.1438722438183,0
210771590,57616990573193216,-0.1088,0.012,0,0.0459,0.0152,0,0.0358,0.0109,0,0.0220999999999999,0.0129,0,-0.1193,0.0074,0,3.7,1.1622547,-0.0972,-0.0835,-0.2281,-0.0733999999999999,0.0191730144078142,0.0162622802581552,0.0234398259558906,0.0210717071206799,0.0137,0.0578891251198597,-0.0137,0.0578891251198597,-0.1547,0.07257499401903,-0.0220999999999999,7.4128,7.4465,8.161900000000001,8.5866,25870212.73464604,27957607.27580833,21414108.55878584,145177729.50231284,386011283.74532056,1.0806871811443126,0.3760971132597694,8.36530931884769,0
211567552,650753451620114816,-0.0623,0.0101,0,0.0431,0.0134,0,0.0248,0.0096,0,0.0108999999999999,0.0117,0,0.0991,0.0069,0,4.0,1.0877573,0.1099999999999999,0.1239,0.0367999999999999,0.1422,0.0178488023192359,0.0147894004004489,0.0181791972967643,0.0188164643042958,0.0139,0.0533736099684584,-0.0139,0.0533736099684584,-0.1054,0.0602442928143634,-0.0108999999999999,7.62,7.6539,8.4268,8.802200000000001,41686938.34703355,45071291.21091093,35407886.13684981,267177572.71179464,634161686.2711078,1.0811849705944692,0.4213082854040076,29.11807857671931,0
201308068,3601614202668484608,-0.0588,0.0108,0,0.0626,0.0135,0,0.0482,0.0103,0,0.0343,0.0123,0,-0.0283,0.0073,0,5.2,1.0862784,0.0059999999999999,0.0199,-0.0871,0.0343,0.0179491085048075,0.0151706136522924,0.0192759084970546,0.0183743306257061,0.0139,0.0541140817028694,-0.0139,0.0541140817028694,-0.1214,0.061318695922397,-0.0343,7.516,7.5499,8.302900000000001,8.6943,32809529.311311904,35473169.98366914,26405840.76312738,200863025.51485968,494652262.67506534,1.0811849705944694,0.4060691533656354,40.419847847313825,0
247531595,3418248987806234624,-0.1843,0.0107,0,0.0433,0.0127,0,0.0301,0.0106,0,0.0162,0.0125,0,-0.0788,0.0075,0,3.5,1.0860372,-0.0625999999999999,-0.0486999999999999,-0.2631,-0.0355,0.0189231249165462,0.0161196168301341,0.0247602971951005,0.0182006891982503,0.0138999999999999,0.0572379631096843,-0.0138999999999999,0.0572379631096843,-0.2276,0.0707586086668749,-0.0162,7.4474,7.4813,8.126900000000001,8.6245,28015604.642568935,30290050.681662172,23507151.15938293,133936825.09803689,421211286.7540661,1.0811849705944694,0.3179801427691537,14.79,0
211540612,651925531015353088,-0.1094999999999999,0.02,0,0.0522,0.0258,0,0.0699,0.0158,0,0.0559999999999999,0.0193,0,-0.3093,0.0101,0,1.6,0.9572095,-0.2533,-0.2394,-0.4188,-0.2571,0.0264775538886651,0.0218768188570043,0.0384774907791361,0.0345168481569587,0.0139,0.079084867406161,-0.0139,0.079084867406161,-0.1617,0.1190222717237269,-0.0559999999999999,7.2567,7.2906,7.9712,8.4029,18059262.054161523,19525402.71298648,13826109.751987277,93583654.35835312,252871567.11051685,1.0811849705944714,0.3700837362923156,46.17602083332863,0
211811261,656292443305577472,-0.1557,0.0109,0,-0.0126,0.0154,0,0.0228,0.0098,0,0.0089,0.012,0,0.0724,0.0068,0,2.5,1.0425037,0.0813,0.0952,-0.0833,0.0598,0.0182735124851639,0.0150402945806731,0.0235109843743134,0.0238609929698666,0.0138999999999999,0.054495516383151,-0.0138999999999999,0.054495516383151,-0.1431,0.0771319049775269,-0.0089,7.5913,7.6252,8.306700000000001,8.7198,39021144.211413555,42189074.65677979,33296608.520688068,202628252.9584449,524565833.1238112,1.0811849705944714,0.3862780230114974,9.12734901271996,0
210445942,3311083609535809536,-0.136,0.0117,0,0.0614,0.0137,0,0.0272,0.0112,0,0.0131999999999999,0.0131,0,-0.1814,0.0078,0,0.8,1.0478626,-0.1682,-0.1542,-0.3174,-0.12,0.0199238028865311,0.0170642421249105,0.024368671201408,0.0188487540053853,0.014,0.0604026610811845,-0.014,0.0604026610811845,-0.1974,0.0709370998046454,-0.0131999999999999,7.3418,7.3758,8.072600000000001,8.540000000000001,21968479.53929723,23757459.6321901,18560941.417034306,118195243.582017,346736850.45253235,1.0814339512979374,0.3408788060102591,38.859253724177464,0
247540573,3418258475391275008,-0.1366,0.0128,0,0.0252,0.0158,0,0.0357,0.0114,0,0.0214999999999999,0.0134,0,-0.217,0.0076,0,1.9,1.0413337,-0.1955,-0.1813,-0.3536,-0.1918,0.0199062804476689,0.0169483735397783,0.0264092634901883,0.0228127460668363,0.0142,0.0601987243809388,-0.0142,0.0601987243809388,-0.1618,0.0803556204213092,-0.0214999999999999,7.3145,7.3487,8.0364,8.4682,20630036.67310707,22320298.5857428,17100153.150902897,108742671.95462447,293900280.11711425,1.0819320847276594,0.3699985311728603,10.385875023318931,0
210545084,42636488241807232,-0.1144,0.0129,0,0.0158,0.0173,0,0.0395,0.0111,0,0.0253,0.0132,0,-0.1455,0.0073,0,1.9,1.0844021,-0.1201999999999999,-0.1059999999999999,-0.2599,-0.1296999999999999,0.0193923388972914,0.0163426976051111,0.0252956850996058,0.0251496914297318,0.0142,0.058394328489354,-0.0142,0.058394328489354,-0.1302,0.0821341709200287,-0.0253,7.3898,7.424,8.1301,8.5303,24535787.40706031,26546055.619755417,20160439.706643622,134927352.85371646,339078302.25192684,1.0819320847276594,0.3979238776342249,11.600969787047976,0
212873074,3637132654493312512,-0.0272999999999999,0.0187,0,0.0806,0.0241,0,0.0679,0.015,0,0.0537,0.0183,0,-0.2752,0.0098,0,2.3,0.95363194,-0.2215,-0.2072999999999999,-0.3025,-0.1946,0.0253052602568324,0.0209426840117846,0.0303542230124209,0.0304970959697576,0.0142,0.0756339519329678,-0.0142,0.0756339519329678,-0.1079,0.0990767801327319,-0.0537,7.2885,7.3227,8.0875,8.4654,19431216.91828425,21023257.02919464,14955467.727443963,122320711.90499324,292011530.13941616,1.0819320847276594,0.4188900070027824,14.221462653327892,0
